"Timestamp","If your Amazon Mechanical Turk Worker ID does not appear below, please fill it in.","The name of the college/university you were given for this HIT appears below.","In normal (non-pandemic) times, most colleges/universities had a usual grading method, that is, a grading method that automatically applied to most students. We will refer to this as the ""usual pre-pandemic"" grading method. At the college/university you were assigned, what was the usual pre-pandemic grading method? (If you can't find it this information, it may be helpful to look at the website of the registrar of the college/university.)","You just answered a question about the usual pre-pandemic grading method. How confident are you in your answer? 1 = Not very confident, 2 = Somewhat confident, 3 = Confident, and 4 = Extremely Confident","Were students at the college/university you were assigned given more choice than usual for how to be graded for the spring academic term, where this choice was specifically offered because of the unusual circumstances of the COVID pandemic?","You just answered that students were given more choice than usual due to the COVID pandemic. How confident are you in your answer? 1 = Not very confident, 2 = Somewhat confident, 3 = Confident, and 4 = Extremely Confident","You just answered that despite the COVID pandemic, students were not given more choice than usual. How confident are you in your answer? 1 = Not very confident, 2 = Somewhat confident, 3 = Confident, and 4 = Extremely Confident","We are interested in knowing how a student would be graded if they took no action, that is, if they did not actively indicate a choice. We refer to this as the ""pandemic default"" grading method. Was the pandemic default grading method different from or the same as the usual pre-pandemic method that you indicated earlier?","You just answered that the pandemic default grading method was different from the usual pre-pandemic method. How confident are you in your answer? 1 = Not very confident, 2 = Somewhat confident, 3 = Confident, and 4 = Extremely Confident","You just answered that the pandemic default grading method was the same as the usual pre-pandemic method. How confident are you in your answer? 1 = Not very confident, 2 = Somewhat confident, 3 = Confident, and 4 = Extremely Confident","Please choose the option below that best describes the pandemic default grading method.","You just answered a question about the pandemic default grading method. How confident are you in your answer? 1 = Not very confident, 2 = Somewhat confident, 3 = Confident, and 4 = Extremely Confident","Now we would like to know the alternative choice to the pandemic default method. That is, we would like to know what grading method students could choose to opt in to if they decided they did not want the pandemic default method. We refer to this non-default choice as the ""pandemic opt-in"" grading method. Please choose the option below that best describes the pandemic opt-in grading method.","You just answered a question about the pandemic opt-in grading method. How confident are you in your answer? 1 = Not very confident, 2 = Somewhat confident, 3 = Confident, and 4 = Extremely Confident","Could students apply the pandemic default and pandemic opt-in grading methods on a per-course basis, that is, could they apply different grading methods to different courses? An example of applying different grading methods to different courses would be, say, that the student could apply the pandemic default grading method to Physics 201 and the pandemic opt-in grading method to History 311. So, could students apply the pandemic default and pandemic opt-in grading methods on a per-course basis?","You just answered a question about whether the pandemic default and pandemic opt-in grading methods could be applied on a per-course basis. How confident are you in your answer? 1 = Not very confident, 2 = Somewhat confident, 3 = Confident, and 4 = Extremely Confident","If students wanted to choose the pandemic opt-in grading method for any course, when were they required to indicate this choice?","You just answered a question about the deadline for a student choosing the pandemic opt-in grading method. How confident are you in your answer? 1 = Not very confident, 2 = Somewhat confident, 3 = Confident, and 4 = Extremely Confident","Given that students did not have more choice than usual in how to be graded during the spring 2020 term, we want to know the how the college/university chose to grade students during the spring semester. We refer to this as the ""pandemic"" grading method. Was the pandemic grading method different from or the same as the usual pre-pandemic method that you indicated earlier?","You just answered that the pandemic grading method was the same as the usual pre-pandemic grading method. How confident are you in your answer? 1 = Not very confident, 2 = Somewhat confident, 3 = Confident, and 4 = Extremely Confident","You just answered that the pandemic grading method was different from the usual pre-pandemic grading method. How confident are you in your answer? 1 = Not very confident, 2 = Somewhat confident, 3 = Confident, and 4 = Extremely Confident","Please choose the option below that best describes the pandemic grading method.","You just answered a question about what the pandemic grading method was. How confident are you in your answer? 1 = Not very confident, 2 = Somewhat confident, 3 = Confident, and 4 = Extremely Confident","Which of the following is the most accurate description of the pandemic grading method?","You just answered a question about the amount of instructor choice in the pandemic grading method. How confident are you in your response? 1 = Not very confident, 2 = Somewhat confident, 3 = Confident, and 4 = Extremely Confident"
"2020/08/22 5:38:21 PM AST","A3RYH6OUH7BJ4Z","Susquehanna University","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","4","Yes, students were given more choice than usual due to the COVID pandemic","4","","The pandemic default method was the same as the usual pre-pandemic method","","4","","","Pass/NoCredit or High Pass/Pass/No Credit (or a close variation thereof)","4","Yes: the student could choose between the pandemic default method and pandemic opt-in method for each of their courses, independently","4","Before they saw what their grade would be under the pandemic default method","3","","","","","","",""
"2020/08/22 5:38:26 PM AST","AOG0PUCLMU0HH","Mercyhurst University","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","4","No, despite the COVID pandemic, students were not given more choice than usual","","4","","","","","","","","","","","","The pandemic grading method was the same as the usual pre-pandemic grading method","4","","","","",""
"2020/08/22 5:38:33 PM AST","A20R9K3NM82YRK","East Carolina University","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","3","Yes, students were given more choice than usual due to the COVID pandemic","4","","The pandemic default method was the same as the usual pre-pandemic method","","4","","","Pass/Fail or High Pass/Pass/Fail or Satisfactory/Unsatisfactory (or a close variation thereof)","4","Yes: the student could choose between the pandemic default method and pandemic opt-in method for each of their courses, independently","3","Before they saw what their grade would be under the pandemic default method","3","","","","","","",""
"2020/08/22 5:38:47 PM AST","A5TI9UQEPLNWI","Tufts University","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","4","No, despite the COVID pandemic, students were not given more choice than usual","","4","","","","","","","","","","","","The pandemic grading method was the same as the usual pre-pandemic grading method","3","","","","",""
"2020/08/22 5:38:49 PM AST","A35TUIBF05DKM4","Salem State University","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","4","Yes, students were given more choice than usual due to the COVID pandemic","4","","The pandemic default method was different from the usual pre-pandemic method","3","","Pass/NoCredit or High Pass/Pass/No Credit (or a close variation thereof)","4","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","4","Cannot determine","3","Cannot determine","3","","","","","","",""
"2020/08/22 5:38:55 PM AST","A3542PB4Z0NE80","Williams College","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","4","No, despite the COVID pandemic, students were not given more choice than usual","","4","","","","","","","","","","","","The pandemic grading method was different from the usual pre-pandemic grading method","","4","Pass/Fail or High Pass/Pass/Fail or Satisfactory/Unsatisfactory (or a close variation thereof)","4","Instructors had no choice, meaning that one single pandemic grading method chosen by the college/university automatically applied to all courses","4"
"2020/08/22 5:39:09 PM AST","A2J6S7QR4CGXTW","Roberts Wesleyan College","Pass/Fail or High Pass/Pass/Fail or Satisfactory/Unsatisfactory (or a close variation thereof)","4","Yes, students were given more choice than usual due to the COVID pandemic","4","","The pandemic default method was the same as the usual pre-pandemic method","","4","","","Pass/Fail or High Pass/Pass/Fail or Satisfactory/Unsatisfactory (or a close variation thereof)","4","Partially: Some courses allowed students to make a choice between the pandemic default method and the pandemic opt-in method, while for other courses, the instructor or institution chose the grading method","4","After they saw what their grade would be using the pandemic default method","4","","","","","","",""
"2020/08/22 5:39:26 PM AST","A2YTQDLACTLIBA","University of Central Oklahoma","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","4","Yes, students were given more choice than usual due to the COVID pandemic","4","","The pandemic default method was different from the usual pre-pandemic method","4","","Pass/NoCredit or High Pass/Pass/No Credit (or a close variation thereof)","4","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","4","Yes: the student could choose between the pandemic default method and pandemic opt-in method for each of their courses, independently","4","After they saw what their grade would be using the pandemic default method","4","","","","","","",""
"2020/08/22 5:40:15 PM AST","A2U5CZUVJXNPN3","Marian University","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","4","No, despite the COVID pandemic, students were not given more choice than usual","","3","","","","","","","","","","","","The pandemic grading method was the same as the usual pre-pandemic grading method","3","","","","",""
"2020/08/22 5:41:04 PM AST","A2TCZ9IUCUN3KC","Roberts Wesleyan College","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","3","Yes, students were given more choice than usual due to the COVID pandemic","3","","The pandemic default method was different from the usual pre-pandemic method","1","","Pass/Fail or High Pass/Pass/Fail or Satisfactory/Unsatisfactory (or a close variation thereof)","2","Cannot determine","1","Partially: Some courses allowed students to make a choice between the pandemic default method and the pandemic opt-in method, while for other courses, the instructor or institution chose the grading method","2","Before they saw what their grade would be under the pandemic default method","2","","","","","","",""
"2020/08/22 5:41:13 PM AST","A3XU8C72O6LCD","University of Pikeville","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","4","No, despite the COVID pandemic, students were not given more choice than usual","","1","","","","","","","","","","","","Cannot determine","","","Cannot determine","2","Cannot determine","2"
"2020/08/22 5:41:29 PM AST","A1F33PWODESS7J","Colby-Sawyer College","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","4","No, despite the COVID pandemic, students were not given more choice than usual","","3","","","","","","","","","","","","The pandemic grading method was the same as the usual pre-pandemic grading method","3","","","","",""
"2020/08/22 5:41:41 PM AST","A3GPYCHKB2KDLC","Susquehanna University","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","4","Yes, students were given more choice than usual due to the COVID pandemic","4","","The pandemic default method was the same as the usual pre-pandemic method","","4","","","Pass/Fail","4","Yes: the student could choose between the pandemic default method and pandemic opt-in method for each of their courses, independently","4","Last day of classes","4","","","","","","",""
"2020/08/22 5:41:51 PM AST","nothing","Lincoln University","Pass/NoCredit or High Pass/Pass/No Credit (or a close variation thereof)","3","Yes, students were given more choice than usual due to the COVID pandemic","3","","The pandemic default method was the same as the usual pre-pandemic method","","4","","","Pass/NoCredit or High Pass/Pass/No Credit (or a close variation thereof)","3","Partially: Some courses allowed students to make a choice between the pandemic default method and the pandemic opt-in method, while for other courses, the instructor or institution chose the grading method","3","After they saw what their grade would be using the pandemic default method","3","","","","","","",""
"2020/08/22 5:42:18 PM AST","A29KVQZTT1HGBU","Worcester State University","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","4","No, despite the COVID pandemic, students were not given more choice than usual","","2","","","","","","","","","","","","The pandemic grading method was the same as the usual pre-pandemic grading method","4","","","","",""
"2020/08/22 5:42:46 PM AST","A3JWGOPNVDX5AI","Lincoln University","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","4","No, despite the COVID pandemic, students were not given more choice than usual","","1","","","","","","","","","","","","Cannot determine","","","Cannot determine","1","Cannot determine","1"
"2020/08/22 5:43:09 PM AST","A2NCQAVB0MZFUW","University of Pikeville","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","4","Yes, students were given more choice than usual due to the COVID pandemic","3","","The pandemic default method was different from the usual pre-pandemic method","3","","Pass/Fail or High Pass/Pass/Fail or Satisfactory/Unsatisfactory (or a close variation thereof)","2","Pass/NoCredit or High Pass/Pass/No Credit (or a close variation thereof)","2","Yes: the student could choose between the pandemic default method and pandemic opt-in method for each of their courses, independently","2","After they saw what their grade would be using the pandemic default method","3","","","","","","",""
"2020/08/22 5:43:10 PM AST","A2UU8RM98WZ6HE","Moravian College","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","4","Yes, students were given more choice than usual due to the COVID pandemic","3","","The pandemic default method was different from the usual pre-pandemic method","4","","Pass/Fail or High Pass/Pass/Fail or Satisfactory/Unsatisfactory (or a close variation thereof)","4","Cannot determine","3","No: the student was required to make a single choice (pandemic default or pandemic opt-in) which was applied to all courses","3","Cannot determine","3","","","","","","",""
"2020/08/22 5:43:12 PM AST","A3JC9VPPTHNKVL","Susquehanna University","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","4","No, despite the COVID pandemic, students were not given more choice than usual","","3","","","","","","","","","","","","The pandemic grading method was different from the usual pre-pandemic grading method","","4","Pass/Fail or High Pass/Pass/Fail or Satisfactory/Unsatisfactory (or a close variation thereof)","4","Cannot determine","2"
"2020/08/22 5:43:16 PM AST","A34NDXO56MBC3D","Virginia Commonwealth University","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","4","Yes, students were given more choice than usual due to the COVID pandemic","4","","The pandemic default method was the same as the usual pre-pandemic method","","3","","","Pass/NoCredit or High Pass/Pass/No Credit (or a close variation thereof)","3","Yes: the student could choose between the pandemic default method and pandemic opt-in method for each of their courses, independently","4","Before they saw what their grade would be under the pandemic default method","3","","","","","","",""
"2020/08/22 5:43:47 PM AST","A2YTQDLACTLIBA","North Carolina State University at Raleigh","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","4","Yes, students were given more choice than usual due to the COVID pandemic","4","","The pandemic default method was different from the usual pre-pandemic method","4","","Pass/NoCredit or High Pass/Pass/No Credit (or a close variation thereof)","4","Pass/Fail or High Pass/Pass/Fail or Satisfactory/Unsatisfactory (or a close variation thereof)","4","Yes: the student could choose between the pandemic default method and pandemic opt-in method for each of their courses, independently","4","After they saw what their grade would be using the pandemic default method","4","","","","","","",""
"2020/08/22 5:44:08 PM AST","AEOVYZ83Q3GX4","Yeshiva University","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","4","Yes, students were given more choice than usual due to the COVID pandemic","4","","The pandemic default method was the same as the usual pre-pandemic method","","4","","","Pass/NoCredit or High Pass/Pass/No Credit (or a close variation thereof)","4","Partially: Some courses allowed students to make a choice between the pandemic default method and the pandemic opt-in method, while for other courses, the instructor or institution chose the grading method","4","After they saw what their grade would be using the pandemic default method","4","","","","","","",""
"2020/08/22 5:44:19 PM AST","A35UAZ5IKU14XW","Rutgers University-Newark","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","4","Yes, students were given more choice than usual due to the COVID pandemic","4","","The pandemic default method was different from the usual pre-pandemic method","2","","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","3","Pass/NoCredit or High Pass/Pass/No Credit (or a close variation thereof)","3","Yes: the student could choose between the pandemic default method and pandemic opt-in method for each of their courses, independently","4","Cannot determine","3","","","","","","",""
"2020/08/22 5:44:23 PM AST","A3L9K9DZI8LFM4","Morehouse College","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","4","Yes, students were given more choice than usual due to the COVID pandemic","4","","The pandemic default method was different from the usual pre-pandemic method","4","","Averages are computed in grade points. Each graded semester hour of academic credit carries a corresponding number of grade points.","3","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","3","No: the student was required to make a single choice (pandemic default or pandemic opt-in) which was applied to all courses","3","Before they saw what their grade would be under the pandemic default method","3","","","","","","",""
"2020/08/22 5:44:26 PM AST","A25NZKEWQAGAXS","University of Indianapolis","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","3","Yes, students were given more choice than usual due to the COVID pandemic","3","","The pandemic default method was different from the usual pre-pandemic method","3","","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","4","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","3","Yes: the student could choose between the pandemic default method and pandemic opt-in method for each of their courses, independently","3","Cannot determine","1","","","","","","",""
"2020/08/22 5:44:40 PM AST","A28H08HUKIHSK3","Susquehanna University","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","4","Yes, students were given more choice than usual due to the COVID pandemic","4","","The pandemic default method was the same as the usual pre-pandemic method","","3","","","Pass/NoCredit or High Pass/Pass/No Credit (or a close variation thereof)","3","Yes: the student could choose between the pandemic default method and pandemic opt-in method for each of their courses, independently","4","Cannot determine","3","","","","","","",""
"2020/08/22 5:44:48 PM AST","A2W121DQXNQK1","Biola University","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","4","Yes, students were given more choice than usual due to the COVID pandemic","4","","The pandemic default method was the same as the usual pre-pandemic method","","4","","","Pass/NoCredit or High Pass/Pass/No Credit (or a close variation thereof)","4","Yes: the student could choose between the pandemic default method and pandemic opt-in method for each of their courses, independently","4","A CR/NC form was released on May 6, and students were given until May 30th to complete it to request a change for any course to be graded as CR/NC. Students may have seen their final grades or not in that timeframe, but had until May 30th to request the change.","3","","","","","","",""
"2020/08/22 5:45:11 PM AST","AJZEXCH1TSUE1","University of Pikeville","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","4","Yes, students were given more choice than usual due to the COVID pandemic","4","","The pandemic default method was the same as the usual pre-pandemic method","","3","","","Pass/NoCredit or High Pass/Pass/No Credit (or a close variation thereof)","3","No: the student was required to make a single choice (pandemic default or pandemic opt-in) which was applied to all courses","3","After they saw what their grade would be using the pandemic default method","2","","","","","","",""
"2020/08/22 5:45:24 PM AST","AWK7ZVF05VMXA","Rutgers University-New Brunswick","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","4","No, despite the COVID pandemic, students were not given more choice than usual","","4","","","","","","","","","","","","The pandemic grading method was the same as the usual pre-pandemic grading method","4","","","","",""
"2020/08/22 5:45:33 PM AST","A2J6S7QR4CGXTW","Tufts University","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","4","Yes, students were given more choice than usual due to the COVID pandemic","4","","The pandemic default method was the same as the usual pre-pandemic method","","4","","","Pass/Fail or High Pass/Pass/Fail or Satisfactory/Unsatisfactory (or a close variation thereof)","4","Partially: Some courses allowed students to make a choice between the pandemic default method and the pandemic opt-in method, while for other courses, the instructor or institution chose the grading method","3","Before they saw what their grade would be under the pandemic default method","4","","","","","","",""
"2020/08/22 5:45:38 PM AST","A29KVQZTT1HGBU","University of Indianapolis","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","4","No, despite the COVID pandemic, students were not given more choice than usual","","3","","","","","","","","","","","","The pandemic grading method was different from the usual pre-pandemic grading method","","4","Pass/Fail or High Pass/Pass/Fail or Satisfactory/Unsatisfactory (or a close variation thereof)","4","Instructors had no choice, meaning that one single pandemic grading method chosen by the college/university automatically applied to all courses","3"
"2020/08/22 5:45:44 PM AST","AKSJ3C5O3V9RB","Wittenberg University","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","4","Yes, students were given more choice than usual due to the COVID pandemic","4","","The pandemic default method was the same as the usual pre-pandemic method","","4","","","Pass/Fail or High Pass/Pass/Fail or Satisfactory/Unsatisfactory (or a close variation thereof)","4","They could make up to two courses Pass/Fail","3","After they saw what their grade would be using the pandemic default method","3","","","","","","",""
"2020/08/22 5:46:21 PM AST","A63TBNFFRB0BC","Coker University","Pass/NoCredit or High Pass/Pass/No Credit (or a close variation thereof)","3","Yes, students were given more choice than usual due to the COVID pandemic","4","","The pandemic default method was the same as the usual pre-pandemic method","","3","","","Pass/NoCredit or High Pass/Pass/No Credit (or a close variation thereof)","3","Yes: the student could choose between the pandemic default method and pandemic opt-in method for each of their courses, independently","3","After they saw what their grade would be using the pandemic default method","3","","","","","","",""
"2020/08/22 5:48:50 PM AST","A63TBNFFRB0BC","Coker University","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","4","Yes, students were given more choice than usual due to the COVID pandemic","4","","The pandemic default method was the same as the usual pre-pandemic method","","3","","","Pass/Fail or High Pass/Pass/Fail or Satisfactory/Unsatisfactory (or a close variation thereof)","3","Partially: Some courses allowed students to make a choice between the pandemic default method and the pandemic opt-in method, while for other courses, the instructor or institution chose the grading method","3","After they saw what their grade would be using the pandemic default method","4","","","","","","",""
"2020/08/22 5:49:07 PM AST","AYS5D72DT1WNT","MacMurray College","Cannot determine","3","Yes, students were given more choice than usual due to the COVID pandemic","3","","The pandemic default method was different from the usual pre-pandemic method","2","","Cannot determine","2","Pass/NoCredit or High Pass/Pass/No Credit (or a close variation thereof)","2","Yes: the student could choose between the pandemic default method and pandemic opt-in method for each of their courses, independently","2","Before they saw what their grade would be under the pandemic default method","3","","","","","","",""
"2020/08/22 5:49:30 PM AST","A3AOWAGEDOVKBI","Colby-Sawyer College","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","4","No, despite the COVID pandemic, students were not given more choice than usual","","3","","","","","","","","","","","","Cannot determine","","","All final exams were moved to online. No other changes appear evident. The Covid Response page is sparse and no 2020/21 handbook was published digitally","3","Cannot determine","3"
"2020/08/22 5:49:35 PM AST","A82Q1HS5CPZ5I","Roberts Wesleyan College","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","4","No, despite the COVID pandemic, students were not given more choice than usual","","4","","","","","","","","","","","","The pandemic grading method was the same as the usual pre-pandemic grading method","4","","","","",""
"2020/08/22 5:49:45 PM AST","AKSJ3C5O3V9RB","Kent State University at Kent","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","4","Yes, students were given more choice than usual due to the COVID pandemic","4","","The pandemic default method was the same as the usual pre-pandemic method","","4","","","Pass/Fail or High Pass/Pass/Fail or Satisfactory/Unsatisfactory (or a close variation thereof)","4","Partially: Some courses allowed students to make a choice between the pandemic default method and the pandemic opt-in method, while for other courses, the instructor or institution chose the grading method","3","After they saw what their grade would be using the pandemic default method","4","","","","","","",""
"2020/08/22 5:50:06 PM AST","A3HL2LL0LEPZT8","East Carolina University","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","3","Yes, students were given more choice than usual due to the COVID pandemic","3","","The pandemic default method was the same as the usual pre-pandemic method","","3","","","Pass/Fail or High Pass/Pass/Fail or Satisfactory/Unsatisfactory (or a close variation thereof)","4","Yes: the student could choose between the pandemic default method and pandemic opt-in method for each of their courses, independently","4","After they saw what their grade would be using the pandemic default method","3","","","","","","",""
"2020/08/22 5:50:24 PM AST","A1NRU6IWDB54SF","Yeshiva University","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","4","No, despite the COVID pandemic, students were not given more choice than usual","","3","","","","","","","","","","","","The pandemic grading method was the same as the usual pre-pandemic grading method","4","","","","",""
"2020/08/22 5:50:56 PM AST","A2S00V7RUU121E","Portland State University","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","4","Yes, students were given more choice than usual due to the COVID pandemic","4","","The pandemic default method was different from the usual pre-pandemic method","3","","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","4","Pass/NoCredit or High Pass/Pass/No Credit (or a close variation thereof)","3","Partially: Some courses allowed students to make a choice between the pandemic default method and the pandemic opt-in method, while for other courses, the instructor or institution chose the grading method","4","After they saw what their grade would be using the pandemic default method","4","","","","","","",""
"2020/08/22 5:52:07 PM AST","A2PZB5QAD2LBDO","St. Joseph's College-Long Island","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","4","Yes, students were given more choice than usual due to the COVID pandemic","4","","The pandemic default method was the same as the usual pre-pandemic method","","3","","","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","3","Yes: the student could choose between the pandemic default method and pandemic opt-in method for each of their courses, independently","3","Cannot determine","1","","","","","","",""
"2020/08/22 5:52:15 PM AST","AKSJ3C5O3V9RB","Franklin College","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","4","Yes, students were given more choice than usual due to the COVID pandemic","4","","The pandemic default method was the same as the usual pre-pandemic method","","4","","","Pass/Fail or High Pass/Pass/Fail or Satisfactory/Unsatisfactory (or a close variation thereof)","4","Yes: the student could choose between the pandemic default method and pandemic opt-in method for each of their courses, independently","4","Before they saw what their grade would be under the pandemic default method","4","","","","","","",""
"2020/08/22 5:52:50 PM AST","AOHQV4DW7JDR","University of Colorado Boulder","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","4","Yes, students were given more choice than usual due to the COVID pandemic","4","","The pandemic default method was different from the usual pre-pandemic method","4","","Pass/NoCredit or High Pass/Pass/No Credit (or a close variation thereof)","4","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","4","Partially: Some courses allowed students to make a choice between the pandemic default method and the pandemic opt-in method, while for other courses, the instructor or institution chose the grading method","4","Cannot determine","4","","","","","","",""
"2020/08/22 5:52:59 PM AST","A2NZAL7KHOR6VF","East Carolina University","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","4","No, despite the COVID pandemic, students were not given more choice than usual","","4","","","","","","","","","","","","The pandemic grading method was the same as the usual pre-pandemic grading method","3","","","","",""
"2020/08/22 5:53:09 PM AST","A3S5AA4R3RIEEP","DeSales University","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","4","Yes, students were given more choice than usual due to the COVID pandemic","4","","The pandemic default method was different from the usual pre-pandemic method","4","","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","3","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","4","Partially: Some courses allowed students to make a choice between the pandemic default method and the pandemic opt-in method, while for other courses, the instructor or institution chose the grading method","4","Cannot determine","1","","","","","","",""
"2020/08/22 5:53:38 PM AST","AEOVYZ83Q3GX4","Waynesburg University","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","4","No, despite the COVID pandemic, students were not given more choice than usual","","2","","","","","","","","","","","","The pandemic grading method was the same as the usual pre-pandemic grading method","3","","","","",""
"2020/08/22 5:53:43 PM AST","A25PFSORDO3SWQ","Bethel University","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","4","No, despite the COVID pandemic, students were not given more choice than usual","","2","","","","","","","","","","","","The pandemic grading method was the same as the usual pre-pandemic grading method","2","","","","",""
"2020/08/22 5:55:55 PM AST","A1796LS6AV4UH3","University of Alaska Anchorage","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","3","Yes, students were given more choice than usual due to the COVID pandemic","3","","The pandemic default method was different from the usual pre-pandemic method","3","","Pass/NoCredit or High Pass/Pass/No Credit (or a close variation thereof)","3","Pass/NoCredit or High Pass/Pass/No Credit (or a close variation thereof)","3","Yes: the student could choose between the pandemic default method and pandemic opt-in method for each of their courses, independently","3","Cannot determine","3","","","","","","",""
"2020/08/22 5:56:05 PM AST","A2W121DQXNQK1","Mercyhurst University","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","4","Yes, students were given more choice than usual due to the COVID pandemic","4","","The pandemic default method was the same as the usual pre-pandemic method","","4","","","Pass/NoCredit or High Pass/Pass/No Credit (or a close variation thereof)","4","Yes: the student could choose between the pandemic default method and pandemic opt-in method for each of their courses, independently","4","The deadline to request a Pass/Fail for a specified course was May 1, students may have seen their final grade or not. If no request was made, their final grade for their courses would be graded under the Letter Grading system.","3","","","","","","",""
"2020/08/22 5:57:01 PM AST","A3N7PKK87S0H21","East Texas Baptist University","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","3","Yes, students were given more choice than usual due to the COVID pandemic","3","","The pandemic default method was the same as the usual pre-pandemic method","","2","","","Pass/NoCredit or High Pass/Pass/No Credit (or a close variation thereof)","3","No: the student was required to make a single choice (pandemic default or pandemic opt-in) which was applied to all courses","2","Before they saw what their grade would be under the pandemic default method","4","","","","","","",""
"2020/08/22 5:57:02 PM AST","A2PM0SEA0O8MN3","Loyola University New Orleans","Pass/NoCredit or High Pass/Pass/No Credit (or a close variation thereof)","4","Yes, students were given more choice than usual due to the COVID pandemic","4","","The pandemic default method was the same as the usual pre-pandemic method","","4","","","Pass/NoCredit or High Pass/Pass/No Credit (or a close variation thereof)","4","Yes: the student could choose between the pandemic default method and pandemic opt-in method for each of their courses, independently","4","Before they saw what their grade would be under the pandemic default method","4","","","","","","",""
"2020/08/22 5:57:06 PM AST","ALN9GFZQLOZLY","Wittenberg University","Pass/NoCredit or High Pass/Pass/No Credit (or a close variation thereof)","3","Yes, students were given more choice than usual due to the COVID pandemic","3","","The pandemic default method was the same as the usual pre-pandemic method","","2","","","Pass/NoCredit or High Pass/Pass/No Credit (or a close variation thereof)","2","Cannot determine","2","Cannot determine","2","","","","","","",""
"2020/08/22 5:58:41 PM AST","A8KDSIY4KBYR4","Biola University","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","4","Yes, students were given more choice than usual due to the COVID pandemic","4","","The pandemic default method was the same as the usual pre-pandemic method","","4","","","Pass/NoCredit or High Pass/Pass/No Credit (or a close variation thereof)","4","Cannot determine","4","After they saw what their grade would be using the pandemic default method","4","","","","","","",""
"2020/08/22 5:59:02 PM AST","A3AOWAGEDOVKBI","MacMurray College","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","4","No, despite the COVID pandemic, students were not given more choice than usual","","4","","","","","","","","","","","","The pandemic grading method was the same as the usual pre-pandemic grading method","4","","","","",""
"2020/08/22 5:59:05 PM AST","A1ACDKW0JGXJA6","Birmingham-Southern College","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","3","No, despite the COVID pandemic, students were not given more choice than usual","","2","","","","","","","","","","","","Cannot determine","","","Letter grades (typically, A/B/C/D/F, or a close variation thereof)","3","Cannot determine","3"
